Applicant_ID,Gender,Age,Marital_Status,Housing_Type,Education_Level,Income_Type,Annual_Income,Employment_Duration,Family_Members,Existing_Loans,Credit_Inquiries,Past_Due_Records,Approval_Status
ACC-10256,Male,60,Married,Own House,Secondary / Secondary Special,State Servant,101400.0,33.9,3,1,1,1,1
ACC-10257,Male,21,Civil Union,Rented Apartment,Higher Education,Commercial Associate,88400.0,0.7,2,1,0,0,1
ACC-10258,Male,56,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,91200.0,2.1,1,1,0,0,1
ACC-10259,Female,41,Married,Own House,Secondary / Secondary Special,Pensioner,93000.0,20.7,2,2,1,0,1
ACC-10260,Male,63,Civil Union,Own House,Secondary / Secondary Special,Working,81600.0,11.7,1,0,1,1,1
ACC-10261,Male,55,Married,Own House,Higher Education,Working,107200.0,4.9,3,0,0,1,1
ACC-10262,Female,33,Married,Own House,Higher Education,Pensioner,98100.0,5.1,2,0,0,0,1
ACC-10263,Female,30,Married,Own House,Secondary / Secondary Special,State Servant,76500.0,7.5,3,2,2,0,0
ACC-10264,Male,64,Single,Own House,Higher Education,Working,107300.0,13.3,2,3,4,0,1
ACC-10265,Male,30,Married,Own House,Secondary / Secondary Special,Working,57500.0,6.0,3,2,0,1,0
ACC-10266,Male,33,Single,Own House,Secondary / Secondary Special,Working,90500.0,5.7,2,2,2,2,0
ACC-10267,Male,57,Married,Own House,Secondary / Secondary Special,Working,74100.0,4.8,2,4,0,0,1
ACC-10268,Female,58,Single,Own House,Secondary / Secondary Special,Pensioner,18000.0,12.9,2,1,4,0,0
ACC-10269,Female,44,Single,Own House,Secondary / Secondary Special,Working,70300.0,17.5,1,2,2,0,1
ACC-10270,Male,22,Married,Own House,Secondary / Secondary Special,State Servant,18000.0,1.4,4,4,2,0,0
ACC-10271,Male,42,Married,Own House,Higher Education,Working,105700.0,3.1,2,0,0,1,1
ACC-10272,Male,37,Married,Own House,Higher Education,Commercial Associate,99900.0,3.2,2,1,1,0,1
ACC-10273,Male,56,Separated,Own House,Secondary / Secondary Special,Working,106900.0,23.2,3,1,1,0,1
ACC-10274,Female,34,Single,Rented Apartment,Secondary / Secondary Special,Commercial Associate,90800.0,11.5,4,3,0,0,1
ACC-10275,Female,30,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,100300.0,3.8,2,2,0,0,1
ACC-10276,Male,55,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,56900.0,21.0,4,2,1,0,1
ACC-10277,Male,45,Single,Own House,Secondary / Secondary Special,Working,80100.0,4.7,1,3,2,1,0
ACC-10278,Male,23,Single,Own House,Secondary / Secondary Special,Working,50900.0,1.3,1,1,0,0,0
ACC-10279,Male,58,Single,Own House,Incomplete Higher,Working,89000.0,1.3,2,0,1,0,1
ACC-10280,Male,37,Separated,Own House,Higher Education,Working,65400.0,13.2,2,0,0,0,1
ACC-10281,Female,32,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,82400.0,5.1,2,1,0,0,1
ACC-10282,Female,44,Married,Own House,Secondary / Secondary Special,Commercial Associate,54500.0,19.7,2,1,1,0,1
ACC-10283,Female,49,Single,Own House,Secondary / Secondary Special,Commercial Associate,82800.0,20.7,2,1,0,0,1
ACC-10284,Male,63,Single,Own House,Higher Education,Commercial Associate,149500.0,35.7,3,1,1,0,1
ACC-10285,Female,45,Married,Own House,Secondary / Secondary Special,Working,80900.0,7.5,2,3,1,0,1
ACC-10286,Female,56,Married,With Parents,Secondary / Secondary Special,Working,64300.0,7.1,5,0,1,1,0
ACC-10287,Female,46,Married,Rented Apartment,Higher Education,Working,35800.0,25.3,3,2,1,0,1
ACC-10288,Female,58,Married,Own House,Secondary / Secondary Special,State Servant,53200.0,27.4,2,3,4,0,1
ACC-10289,Male,21,Married,Own House,Secondary / Secondary Special,Commercial Associate,90400.0,0.9,2,1,1,0,1
ACC-10290,Female,40,Single,Own House,Secondary / Secondary Special,Working,53800.0,0.8,2,1,2,1,0
ACC-10291,Female,48,Single,Rented Apartment,Secondary / Secondary Special,Working,96400.0,10.2,3,2,0,0,1
ACC-10292,Male,36,Married,Own House,Secondary / Secondary Special,State Servant,66600.0,12.0,1,1,1,0,1
ACC-10293,Female,37,Married,Own House,Secondary / Secondary Special,Commercial Associate,103700.0,1.8,1,0,1,0,1
ACC-10294,Female,60,Married,With Parents,Secondary / Secondary Special,Commercial Associate,84500.0,22.9,4,0,0,0,1
ACC-10295,Female,48,Married,Own House,Secondary / Secondary Special,Working,58900.0,12.3,2,0,1,1,1
ACC-10296,Male,32,Single,Own House,Higher Education,Working,79600.0,0.7,1,0,0,2,1
ACC-10297,Female,47,Civil Union,Municipal Housing,Secondary / Secondary Special,Pensioner,22700.0,6.8,1,0,0,0,1
ACC-10298,Male,62,Married,Own House,Secondary / Secondary Special,State Servant,89100.0,12.3,4,0,0,1,1
ACC-10299,Female,50,Single,Own House,Higher Education,Working,80600.0,3.8,4,1,2,0,1
ACC-10300,Female,61,Civil Union,Own House,Higher Education,State Servant,101500.0,26.1,2,3,2,0,1
ACC-10301,Female,54,Single,Own House,Higher Education,Commercial Associate,93400.0,8.6,2,1,0,1,1
ACC-10302,Female,57,Married,Own House,Secondary / Secondary Special,Working,41200.0,10.6,3,3,1,0,1
ACC-10303,Male,26,Separated,With Parents,Secondary / Secondary Special,Working,77200.0,5.4,3,2,0,0,1
ACC-10304,Male,27,Married,Own House,Higher Education,Working,73600.0,3.5,3,1,0,2,0
ACC-10305,Male,52,Married,Rented Apartment,Higher Education,Working,81200.0,12.9,2,1,2,0,1
ACC-10306,Female,52,Married,With Parents,Secondary / Secondary Special,Commercial Associate,52500.0,23.3,4,0,1,0,1
ACC-10307,Female,45,Married,Own House,Higher Education,Working,79200.0,22.8,2,2,0,0,1
ACC-10308,Male,53,Married,Own House,Secondary / Secondary Special,State Servant,65500.0,1.3,1,3,0,1,0
ACC-10309,Female,27,Married,Own House,Academic Degree,Pensioner,83700.0,3.4,3,1,2,1,0
ACC-10310,Female,32,Married,With Parents,Higher Education,Working,108000.0,7.5,2,0,0,0,1
ACC-10311,Female,36,Single,Rented Apartment,Higher Education,Working,93200.0,5.4,4,2,0,1,1
ACC-10312,Female,36,Civil Union,Own House,Incomplete Higher,State Servant,132900.0,12.5,1,0,2,0,1
ACC-10313,Male,63,Married,Rented Apartment,Higher Education,State Servant,99300.0,41.8,3,0,1,0,1
ACC-10314,Male,56,Single,Own House,Secondary / Secondary Special,Commercial Associate,41800.0,34.0,2,2,1,1,1
ACC-10315,Male,33,Single,With Parents,Secondary / Secondary Special,Working,60300.0,3.8,3,1,3,0,0
ACC-10316,Female,27,Single,Own House,Secondary / Secondary Special,Working,62200.0,2.0,1,1,0,0,0
ACC-10317,Female,56,Married,Own House,Secondary / Secondary Special,Commercial Associate,66500.0,34.5,2,3,2,0,1
ACC-10318,Female,29,Single,With Parents,Higher Education,Pensioner,71600.0,4.4,3,1,0,0,1
ACC-10319,Female,52,Separated,Own House,Secondary / Secondary Special,Working,50800.0,7.1,2,1,1,0,1
ACC-10320,Female,31,Single,Own House,Secondary / Secondary Special,Pensioner,52300.0,7.9,1,0,3,0,1
ACC-10321,Male,28,Married,Own House,Secondary / Secondary Special,Working,23000.0,2.6,2,0,1,0,1
ACC-10322,Male,53,Married,Own House,Higher Education,Pensioner,95200.0,9.2,3,2,2,0,1
ACC-10323,Female,43,Single,Own House,Secondary / Secondary Special,Commercial Associate,45300.0,20.3,2,1,2,0,1
ACC-10324,Male,45,Married,With Parents,Secondary / Secondary Special,Working,59200.0,4.5,2,0,0,1,0
ACC-10325,Male,28,Married,Own House,Secondary / Secondary Special,Commercial Associate,63900.0,1.0,2,0,2,1,0
ACC-10326,Male,65,Married,Own House,Higher Education,Working,96700.0,12.5,4,1,3,1,1
ACC-10327,Male,42,Single,Rented Apartment,Secondary / Secondary Special,Working,61000.0,13.5,2,1,1,0,1
ACC-10328,Female,24,Civil Union,Own House,Higher Education,Working,95500.0,0.9,1,1,0,1,1
ACC-10329,Female,60,Married,Own House,Secondary / Secondary Special,Working,89400.0,19.1,3,1,0,0,1
ACC-10330,Female,23,Separated,Rented Apartment,Secondary / Secondary Special,Working,81900.0,2.1,3,0,0,0,1
ACC-10331,Male,49,Married,With Parents,Incomplete Higher,Commercial Associate,80800.0,24.7,1,1,0,0,1
ACC-10332,Female,61,Single,Own House,Secondary / Secondary Special,Commercial Associate,90100.0,9.8,5,3,1,0,1
ACC-10333,Female,49,Single,Rented Apartment,Secondary / Secondary Special,Working,108100.0,23.8,2,0,0,1,1
ACC-10334,Female,54,Single,Own House,Secondary / Secondary Special,State Servant,82700.0,8.4,2,1,0,0,1
ACC-10335,Female,54,Separated,With Parents,Secondary / Secondary Special,Commercial Associate,73500.0,23.2,2,1,1,0,1
ACC-10336,Male,48,Married,Own House,Secondary / Secondary Special,Pensioner,73100.0,12.3,4,1,1,1,1
ACC-10337,Male,33,Single,Rented Apartment,Secondary / Secondary Special,Commercial Associate,88600.0,1.9,1,0,1,0,0
ACC-10338,Female,35,Married,Own House,Secondary / Secondary Special,Working,43800.0,10.9,2,3,2,1,0
ACC-10339,Female,43,Single,With Parents,Secondary / Secondary Special,Working,61000.0,5.4,1,1,0,1,0
ACC-10340,Female,64,Single,Rented Apartment,Higher Education,Commercial Associate,72600.0,8.2,3,2,0,0,1
ACC-10341,Female,46,Single,Rented Apartment,Higher Education,Working,39700.0,9.6,2,0,0,0,1
ACC-10342,Female,24,Married,Own House,Secondary / Secondary Special,Working,44100.0,2.8,2,1,1,0,1
ACC-10343,Female,46,Civil Union,Own House,Secondary / Secondary Special,Working,67700.0,6.5,1,2,0,0,1
ACC-10344,Female,60,Married,Own House,Secondary / Secondary Special,Working,67800.0,7.8,3,0,2,0,1
ACC-10345,Male,29,Married,Rented Apartment,Secondary / Secondary Special,Working,33900.0,0.6,3,0,0,0,1
ACC-10346,Male,25,Single,Own House,Secondary / Secondary Special,Working,18000.0,2.6,2,1,4,2,0
ACC-10347,Female,52,Married,Municipal Housing,Secondary / Secondary Special,Working,97400.0,14.0,3,0,1,1,1
ACC-10348,Female,40,Single,With Parents,Secondary / Secondary Special,Commercial Associate,82100.0,5.1,2,1,1,0,1
ACC-10349,Male,31,Married,Own House,Secondary / Secondary Special,Commercial Associate,114200.0,1.1,3,0,2,0,1
ACC-10350,Female,35,Married,Rented Apartment,Secondary / Secondary Special,Working,98000.0,6.7,1,0,2,0,1
ACC-10351,Male,52,Single,Own House,Incomplete Higher,Working,81200.0,25.3,2,1,1,0,1
ACC-10352,Male,48,Married,Own House,Secondary / Secondary Special,Working,66300.0,20.2,5,0,4,0,1
ACC-10353,Female,42,Married,Own House,Higher Education,Working,81300.0,19.0,5,4,1,1,1
ACC-10354,Female,61,Single,Own House,Higher Education,Working,105800.0,0.9,2,2,2,2,0
ACC-10355,Male,37,Married,Rented Apartment,Secondary / Secondary Special,Working,61500.0,16.4,2,1,1,0,1
ACC-10356,Female,46,Single,Own House,Secondary / Secondary Special,Commercial Associate,67000.0,9.2,1,2,3,0,0
ACC-10357,Male,64,Married,Own House,Secondary / Secondary Special,Commercial Associate,33800.0,43.6,4,2,0,0,1
ACC-10358,Male,27,Single,Rented Apartment,Secondary / Secondary Special,Working,63200.0,2.1,2,0,0,0,1
ACC-10359,Male,62,Single,Rented Apartment,Secondary / Secondary Special,Working,89100.0,20.1,2,2,2,0,1
ACC-10360,Female,46,Single,Own House,Higher Education,Commercial Associate,132700.0,9.5,1,0,0,0,1
ACC-10361,Male,45,Married,With Parents,Secondary / Secondary Special,State Servant,66200.0,9.2,4,1,0,0,1
ACC-10362,Female,30,Single,Own House,Secondary / Secondary Special,Commercial Associate,60400.0,8.5,2,1,0,0,1
ACC-10363,Female,65,Single,Own House,Higher Education,Commercial Associate,124900.0,33.7,2,1,2,0,1
ACC-10364,Male,39,Single,Own House,Higher Education,Working,89700.0,18.9,2,0,3,0,1
ACC-10365,Female,31,Married,Own House,Secondary / Secondary Special,Working,57000.0,6.9,2,0,2,0,1
ACC-10366,Male,33,Civil Union,With Parents,Higher Education,State Servant,58000.0,6.3,2,1,2,1,1
ACC-10367,Male,28,Single,Own House,Secondary / Secondary Special,Working,111300.0,1.2,4,0,1,3,0
ACC-10368,Female,60,Married,Rented Apartment,Secondary / Secondary Special,Pensioner,61200.0,39.9,4,2,0,2,1
ACC-10369,Female,24,Married,Own House,Secondary / Secondary Special,Commercial Associate,98600.0,2.4,2,1,0,1,1
ACC-10370,Female,51,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,61000.0,21.9,3,0,1,0,1
ACC-10371,Female,48,Married,Municipal Housing,Incomplete Higher,Working,66800.0,11.7,2,0,0,0,1
ACC-10372,Female,31,Separated,Rented Apartment,Secondary / Secondary Special,Commercial Associate,78200.0,6.3,2,1,0,0,1
ACC-10373,Male,63,Single,Own House,Secondary / Secondary Special,Working,82200.0,40.6,5,1,1,0,1
ACC-10374,Female,21,Single,Own House,Secondary / Secondary Special,Working,94900.0,0.6,2,0,2,1,0
ACC-10375,Female,58,Married,Own House,Secondary / Secondary Special,Working,33400.0,11.5,2,0,1,1,1
ACC-10376,Male,44,Married,Own House,Secondary / Secondary Special,State Servant,41400.0,4.1,5,0,2,0,1
ACC-10377,Female,51,Separated,Rented Apartment,Secondary / Secondary Special,Commercial Associate,94200.0,24.7,1,0,2,0,1
ACC-10378,Male,61,Married,Rented Apartment,Higher Education,Working,78800.0,3.0,3,1,2,0,1
ACC-10379,Female,46,Single,Own House,Secondary / Secondary Special,Working,82900.0,2.6,4,2,5,0,0
ACC-10380,Female,25,Married,With Parents,Secondary / Secondary Special,Commercial Associate,71800.0,1.8,2,1,0,0,1
ACC-10381,Male,40,Married,Own House,Secondary / Secondary Special,Commercial Associate,52500.0,10.5,1,2,1,0,1
ACC-10382,Male,61,Married,Own House,Secondary / Secondary Special,Commercial Associate,41300.0,17.0,2,0,3,2,0
ACC-10383,Male,31,Married,Own House,Secondary / Secondary Special,Working,75700.0,1.0,1,1,1,0,1
ACC-10384,Male,53,Separated,Own House,Higher Education,Working,101200.0,31.6,2,1,2,0,1
ACC-10385,Male,58,Married,Own House,Incomplete Higher,Commercial Associate,101300.0,36.2,3,1,1,0,1
ACC-10386,Female,47,Married,Own House,Secondary / Secondary Special,Working,72200.0,7.9,2,1,1,4,0
ACC-10387,Female,54,Married,Own House,Secondary / Secondary Special,Pensioner,18000.0,25.0,2,1,0,1,1
ACC-10388,Male,35,Married,Own House,Higher Education,Commercial Associate,116100.0,8.9,2,1,5,0,1
ACC-10389,Male,52,Married,Rented Apartment,Secondary / Secondary Special,Working,32900.0,8.0,2,0,2,4,0
ACC-10390,Male,41,Civil Union,Own House,Secondary / Secondary Special,Working,23900.0,5.9,4,1,3,0,0
ACC-10391,Female,25,Married,Own House,Secondary / Secondary Special,State Servant,21300.0,2.7,2,1,2,0,0
ACC-10392,Female,26,Married,Rented Apartment,Higher Education,Working,44200.0,2.8,3,4,0,0,0
ACC-10393,Male,58,Married,With Parents,Secondary / Secondary Special,Working,71100.0,11.4,2,1,0,0,1
ACC-10394,Female,42,Separated,With Parents,Higher Education,Commercial Associate,88900.0,17.9,2,1,3,0,1
ACC-10395,Male,38,Married,Own House,Higher Education,Working,56600.0,8.9,2,1,1,2,0
ACC-10396,Male,34,Married,Own House,Secondary / Secondary Special,State Servant,65500.0,9.3,2,2,0,1,1
ACC-10397,Female,30,Single,Own House,Higher Education,Working,65700.0,2.3,2,4,1,0,1
ACC-10398,Male,33,Single,Own House,Higher Education,Commercial Associate,126600.0,7.2,1,2,1,0,1
ACC-10399,Male,51,Married,With Parents,Secondary / Secondary Special,Working,96900.0,10.2,4,1,2,0,1
ACC-10400,Female,50,Married,Own House,Secondary / Secondary Special,Working,60200.0,16.0,2,0,1,0,1
ACC-10401,Male,23,Single,Own House,Secondary / Secondary Special,State Servant,95300.0,2.5,4,1,2,0,1
ACC-10402,Female,50,Married,Own House,Secondary / Secondary Special,Commercial Associate,110300.0,23.2,1,1,3,0,1
ACC-10403,Male,26,Single,Own House,Secondary / Secondary Special,Working,66900.0,2.4,2,2,0,0,1
ACC-10404,Female,49,Single,Rented Apartment,Secondary / Secondary Special,Working,103100.0,20.3,1,0,0,1,1
ACC-10405,Male,28,Married,Own House,Secondary / Secondary Special,Commercial Associate,66300.0,7.6,2,1,1,0,1
ACC-10406,Female,64,Married,Own House,Higher Education,Working,47000.0,27.7,4,0,4,0,1
ACC-10407,Female,65,Married,Own House,Secondary / Secondary Special,Pensioner,18000.0,7.1,1,2,1,0,0
ACC-10408,Male,63,Single,Own House,Secondary / Secondary Special,Pensioner,30300.0,29.4,2,0,1,0,1
ACC-10409,Female,64,Married,Own House,Secondary / Secondary Special,Commercial Associate,91800.0,5.1,1,1,2,0,1
ACC-10410,Female,53,Married,Own House,Secondary / Secondary Special,Working,39600.0,28.8,2,0,1,0,1
ACC-10411,Male,37,Single,Own House,Secondary / Secondary Special,Working,50100.0,9.0,3,0,4,0,0
ACC-10412,Male,31,Separated,Rented Apartment,Secondary / Secondary Special,Commercial Associate,52500.0,4.5,2,1,3,2,0
ACC-10413,Male,33,Married,With Parents,Secondary / Secondary Special,Working,50600.0,1.2,3,0,1,0,1
ACC-10414,Male,31,Civil Union,With Parents,Higher Education,Working,119500.0,4.5,2,1,1,1,0
ACC-10415,Female,51,Married,With Parents,Higher Education,Working,97900.0,28.0,4,3,0,0,1
ACC-10416,Female,48,Married,Own House,Secondary / Secondary Special,Working,52300.0,1.1,3,3,2,2,0
ACC-10417,Female,64,Married,Own House,Higher Education,Working,116900.0,21.1,2,0,2,0,1
ACC-10418,Male,26,Married,Own House,Higher Education,Working,90600.0,5.6,2,2,1,0,1
ACC-10419,Male,61,Married,With Parents,Secondary / Secondary Special,State Servant,67900.0,16.5,4,0,0,0,1
ACC-10420,Male,36,Married,Municipal Housing,Incomplete Higher,Working,90100.0,7.1,2,3,3,0,1
ACC-10421,Male,24,Civil Union,With Parents,Higher Education,Working,82500.0,2.5,3,2,1,0,1
ACC-10422,Female,55,Single,Own House,Secondary / Secondary Special,Working,85200.0,16.5,2,0,2,4,0
ACC-10423,Female,46,Single,With Parents,Secondary / Secondary Special,Commercial Associate,98600.0,4.8,1,1,0,1,1
ACC-10424,Female,32,Married,Own House,Secondary / Secondary Special,Working,61800.0,0.7,3,0,1,0,0
ACC-10425,Female,31,Married,Own House,Secondary / Secondary Special,Commercial Associate,49300.0,6.9,2,2,2,0,0
ACC-10426,Female,57,Married,Own House,Higher Education,Pensioner,70300.0,34.1,2,1,1,0,1
ACC-10427,Male,45,Single,Own House,Secondary / Secondary Special,Working,90000.0,3.1,2,1,1,1,0
ACC-10428,Female,38,Civil Union,Own House,Higher Education,Working,108000.0,4.2,1,1,0,1,1
ACC-10429,Female,39,Married,Own House,Higher Education,Working,127600.0,7.3,3,4,1,0,1
ACC-10430,Female,43,Married,Own House,Higher Education,Pensioner,59200.0,18.7,4,3,4,0,1
ACC-10431,Male,58,Married,Own House,Higher Education,State Servant,107100.0,10.6,4,1,1,1,1
ACC-10432,Male,38,Married,With Parents,Secondary / Secondary Special,State Servant,42900.0,15.9,2,1,3,0,1
ACC-10433,Female,46,Married,Rented Apartment,Secondary / Secondary Special,Working,69400.0,1.9,2,2,3,0,0
ACC-10434,Female,26,Single,Own House,Higher Education,Pensioner,94300.0,5.7,3,2,4,0,1
ACC-10435,Male,24,Single,Rented Apartment,Secondary / Secondary Special,Working,84900.0,2.5,2,0,3,1,0
ACC-10436,Female,64,Married,With Parents,Secondary / Secondary Special,Working,67300.0,29.2,2,0,0,0,1
ACC-10437,Male,49,Married,Own House,Higher Education,State Servant,84100.0,11.0,4,0,4,3,0
ACC-10438,Male,54,Separated,Own House,Higher Education,Pensioner,48100.0,26.7,2,1,0,0,1
ACC-10439,Female,37,Married,Own House,Secondary / Secondary Special,Working,60000.0,3.2,2,0,0,0,1
ACC-10440,Female,63,Married,Own House,Higher Education,Working,61200.0,2.6,1,1,0,0,1
ACC-10441,Male,63,Married,Rented Apartment,Higher Education,Working,82400.0,17.3,1,1,0,2,1
ACC-10442,Female,36,Married,With Parents,Secondary / Secondary Special,Working,25300.0,13.7,1,1,1,0,1
ACC-10443,Female,22,Married,Own House,Secondary / Secondary Special,Working,36000.0,1.6,4,1,1,0,1
ACC-10444,Male,54,Single,Rented Apartment,Incomplete Higher,Pensioner,63800.0,17.8,2,0,0,0,1
ACC-10445,Male,28,Married,With Parents,Secondary / Secondary Special,Commercial Associate,96300.0,4.8,2,2,1,0,1
ACC-10446,Male,33,Married,With Parents,Secondary / Secondary Special,State Servant,58600.0,2.1,3,3,1,1,0
ACC-10447,Male,62,Single,Own House,Secondary / Secondary Special,State Servant,66400.0,35.4,2,1,2,0,1
ACC-10448,Female,28,Married,With Parents,Higher Education,Commercial Associate,109400.0,6.4,2,2,0,1,1
ACC-10449,Female,50,Civil Union,Own House,Secondary / Secondary Special,State Servant,75100.0,19.9,2,0,0,2,1
ACC-10450,Male,52,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,87800.0,15.2,3,2,0,0,1
ACC-10451,Male,56,Married,Own House,Secondary / Secondary Special,Working,35600.0,34.7,1,0,0,1,1
ACC-10452,Female,50,Single,Own House,Academic Degree,Commercial Associate,71300.0,26.4,1,1,1,0,1
